fecha_fact;fact;fact_pos;canal;ID;denominacion_1;valor;servicio;descservicio;tiposervicio;tipopres
1/06/2023;101492;40;VA;83010769;T.A.;55300.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;140721;70;VA;90104019;T.A.;91000.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/06/2023;107165;10;VA;90062588;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/10/2023;133537;10;VA;90021539;EMP;2030000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
3/05/2023;94655;10;CT;90128795;EMP;2764050.0;SedeExterna;Vivencias;VentaInterna;Normal
17/11/2023;8639;10;VA;81102986;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129414;50;VA;90153046;EMP;504200.0;SedeExterna;Vivencias 2;VentaInterna;Normal
27/10/2023;132936;70;VA;90104019;T.A.;145600.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/10/2023;133527;10;VA;90038012;T.A.;463600.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;141410;10;VA;90128283;EMP;700000.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;129414;30;VA;90153046;EMP;439076.0;SedeExterna;Vivencias;VentaInterna;Especial
12/07/2023;111852;10;VA;90034319;EMP;635100.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/09/2023;128502;10;CT;90021024;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/07/2023;111680;10;CT;83006453;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;128017;70;CT;90025142;EMP;189046.0;SedeExterna;Vivencias;VentaInterna;Especial
19/12/2023;148852;10;VA;81104720;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/06/2023;107803;10;CT;80025425;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
7/07/2023;108284;60;VA;90062588;T.A.;165900.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/10/2023;132936;30;VA;90104019;T.A.;84000.0;Bienestar;Bienestar personas;VentaInterna;Normal
6/12/2023;145604;70;VA;90104019;T.A.;631200.0;Bienestar;Bienestar personas;VentaInterna;Normal
7/07/2023;108284;30;VA;90062588;T.A.;408000.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;270;VA;90057518;EMP;18800.0;Bienestar;Bienestar Emp;VentaInterna;Normal
12/12/2023;142672;10;VA;89098535;EMP;1614162.0;SedeExterna;Vivencias;VentaInterna;Especial
7/07/2023;108284;40;VA;90062588;T.A.;191400.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/12/2023;144898;40;VA;90057518;EMP;12900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/12/2023;135211;20;VA;90038811;EMP;319906.0;SedeExterna;Vivencias;VentaInterna;Especial
7/07/2023;108284;70;VA;90062588;EMP;36000.0;Bienestar;Bienestar personas;VentaInterna;Especial
11/12/2023;144020;20;CT;81104076;EMP;1343849.0;SedeExterna;Vivencias;VentaInterna;Especial
23/06/2023;105155;40;CT;80011677;T.A.;1622072.0;SedeExterna;Vivencias;VentaExterna;Especial
28/11/2023;140754;10;VA;90049821;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
16/11/2023;141585;10;CT;81102980;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/06/2023;105664;20;VA;89090703;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/09/2023;125942;20;CT;90056359;EMP;80000.0;SedeExterna;Vivencias;VentaExterna;Especial
18/09/2023;127348;10;VA;90124513;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/11/2023;135235;30;VA;90043241;EMP;167233.0;SedeExterna;Vivencias;VentaInterna;Especial
1/12/2023;136197;40;CT;89092818;T.A.;528286.0;SedeExterna;Vivencias;VentaExterna;Especial
26/12/2023;136957;20;CT;90144635;T.A.;114900.0;SedeExterna;Vivencias 2;VentaInterna;Normal
13/12/2023;8804;20;VA;90093130;EMP;425000.0;SedeExterna;Vivencias 2;VentaInterna;Normal
17/10/2023;135041;10;CT;90007908;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;141662;10;VA;81103886;T.A.;9000.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/07/2023;113288;10;VA;90094120;EMP;2499000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
10/11/2023;137005;20;CT;90056359;T.A.;117000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
17/07/2023;106168;10;VA;90098748;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;141426;20;VA;90124027;EMP;206000.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;121241;40;VA;90066792;EMP;365000.0;SedeExterna;Vivencias;VentaExterna;Especial
11/12/2023;146628;10;VA;90017358;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/12/2023;144020;30;CT;81104076;EMP;126050.0;SedeExterna;Vivencias;VentaInterna;Especial
5/12/2023;145116;10;VA;90124027;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/07/2023;112301;20;VA;81101671;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144930;10;VA;90062588;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;136733;20;CT;80019279;EMP;947900.0;CES;CES Educa;VentaInterna;Especial
19/07/2023;112683;10;VA;90049006;EMP;290400.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/10/2023;133953;30;VA;81102986;EMP;16200.0;Bienestar;Bienestar Emp;VentaInterna;Normal
9/06/2023;102064;20;VA;81103886;T.A.;157800.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/07/2023;8060;20;CT;90128795;T.A.;80000.0;SedeExterna;Vivencias;VentaExterna;Especial
5/12/2023;144893;100;VA;90038012;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
30/11/2023;143826;10;CT;80025425;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/11/2023;142763;10;VA;90163036;EMP;33600.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/09/2023;126744;10;VA;89090703;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105975;180;VA;90038012;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
27/09/2023;125942;60;CT;90056359;EMP;64338.0;SedeExterna;Vivencias;VentaExterna;Especial
19/12/2023;149018;20;VA;90092480;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142274;10;VA;90052627;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/07/2023;107982;10;VA;90021539;EMP;888300.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
5/09/2023;122355;10;VA;81101355;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/09/2023;122633;10;VA;90098377;T.A.;35500.0;Bienestar;Bienestar personas;VentaInterna;Normal
6/09/2023;121208;10;CT;80010382;EMP;2392800.0;SedeExterna;Vivencias;VentaInterna;Normal
27/09/2023;127484;10;VA;90163036;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/09/2023;120798;10;VA;90035924;EMP;850800.0;Bienestar;Bienestar personas;VentaInterna;Especial
28/08/2023;120855;20;VA;90042864;EMP;103000.0;Bienestar;Bienestar personas;VentaInterna;Normal
8/11/2023;120096;50;VA;89030065;EMP;486008.0;SedeExterna;Vivencias;VentaInterna;Especial
20/11/2023;142285;320;VA;90057518;EMP;12900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
24/11/2023;141740;20;VA;90021539;EMP;1540236.0;SedeExterna;Vivencias;VentaInterna;Especial
27/12/2023;148799;50;CT;90120060;T.A.;198526.0;SedeExterna;Vivencias;VentaExterna;Especial
20/11/2023;142274;30;VA;90052627;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142010;10;VA;81104720;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;280;VA;90057518;EMP;16200.0;Bienestar;Bienestar Emp;VentaInterna;Normal
8/08/2023;115135;70;VA;81101355;EMP;201000.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/08/2023;119422;90;VA;90130238;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/08/2023;119444;10;VA;90163036;EMP;229600.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;126359;10;VA;90092480;EMP;350000.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/12/2023;136957;40;CT;90144635;T.A.;53600.0;SedeExterna;Vivencias 2;VentaInterna;Normal
25/08/2023;115157;20;VA;90090259;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
26/06/2023;107468;10;VA;90062588;EMP;91200.0;Ahorro;Seguros;VentaInterna;Normal
6/12/2023;8762;10;CT;90033066;EMP;441100.0;CES;CES Educa;VentaInterna;Especial
27/12/2023;143651;20;VA;90049006;EMP;1077477.0;SedeExterna;Vivencias;VentaInterna;Especial
10/11/2023;141084;10;CT;90068877;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/10/2023;134001;10;VA;89090703;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/10/2023;135666;20;VA;90042864;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;146625;30;VA;90059043;T.A.;84000.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/07/2023;112602;10;VA;90120903;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
17/11/2023;8641;40;VA;81102986;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
4/10/2023;129716;10;VA;89092202;EMP;190530.0;Bienestar;Bienestar personas;VentaInterna;Normal
9/08/2023;118362;10;VA;90090278;EMP;410800.0;CES;CES Educa;VentaInterna;Especial
26/10/2023;128590;50;VA;80011782;T.A.;48800.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/08/2023;120018;20;VA;90091420;EMP;22800.0;SedeExterna;Vivencias;VentaInterna;Especial
17/08/2023;120176;20;CT;90144635;EMP;412000.0;Bienestar;Bienestar personas;VentaInterna;Normal
24/08/2023;111605;10;CT;90142129;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;137059;50;CT;81103019;EMP;56000.0;Bienestar;Bienestar personas;VentaInterna;Especial
25/10/2023;92282;30;VA;89092202;EMP;219400.0;Escuela;CES Emp;VentaInterna;Normal
7/07/2023;108193;20;VA;81103886;T.A.;157800.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/11/2023;137005;10;CT;90056359;T.A.;315900.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
18/10/2023;133953;20;VA;81102986;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
25/08/2023;115157;10;VA;90090259;EMP;360000.0;Escuela;CES Emp;VentaInterna;Normal
12/10/2023;133527;30;VA;90038012;T.A.;97600.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/10/2023;129729;30;VA;90044420;EMP;15000.0;SedeExterna;Vivencias;VentaExterna;Especial
14/06/2023;106254;10;VA;90124513;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;135384;10;VA;90124027;EMP;437500.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/08/2023;119422;60;VA;90130238;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
27/12/2023;149904;10;VA;80009002;T.A.;68300.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105859;20;VA;81102986;EMP;96800.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105975;230;VA;90038012;EMP;9900.0;Bienestar;Bienestar Emp;VentaInterna;Normal
27/11/2023;127915;30;VA;90052627;T.A.;5000.0;SedeExterna;Vivencias;VentaExterna;Especial
16/11/2023;120211;40;VA;90005035;EMP;105000.0;SedeExterna;Vivencias;VentaExterna;Normal
7/12/2023;140625;60;VA;80002121;T.A.;1288000.0;SedeExterna;Vivencias 2;VentaInterna;Normal
6/12/2023;145625;10;CT;81102980;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/11/2023;142926;30;VA;83006453;T.A.;102000.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/09/2023;127484;20;VA;90163036;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/08/2023;121457;10;CT;89090871;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/10/2023;134336;10;VA;90038012;EMP;8700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
30/10/2023;136939;10;CT;81102980;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;250;VA;90057518;EMP;16200.0;Bienestar;Bienestar Emp;VentaInterna;Normal
28/06/2023;98518;10;VA;90038809;EMP;1742400.0;Escuela;CES Educa;VentaInterna;Normal
31/10/2023;137059;30;CT;81103019;T.A.;191400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142223;10;VA;89093385;EMP;87400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;149325;10;VA;90034319;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/11/2023;122080;40;VA;90052796;EMP;35000.0;SedeExterna;Vivencias;VentaExterna;Especial
20/12/2023;148974;30;VA;90038012;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
27/09/2023;125942;40;CT;90056359;EMP;189046.0;SedeExterna;Vivencias;VentaInterna;Especial
6/09/2023;122509;20;CT;90047572;T.A.;287100.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/10/2023;122654;10;VA;90049821;EMP;2989000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
11/12/2023;144898;30;VA;90057518;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
16/11/2023;137565;10;VA;83006453;EMP;437500.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144893;150;VA;90038012;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/06/2023;101053;50;VA;90036983;EMP;36835.0;SedeExterna;Vivencias;VentaExterna;Especial
28/08/2023;114072;10;CT;90016172;T.A.;325000.0;Escuela;Idiomas;VentaInterna;Normal
20/11/2023;142285;310;VA;90057518;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
8/11/2023;140820;30;CT;90130238;EMP;1880400.0;CES;CES Educa;VentaInterna;Especial
30/08/2023;121496;10;CT;89092274;EMP;486600.0;CES;CES Educa;VentaInterna;Especial
13/09/2023;126545;20;VA;90163036;EMP;9600.0;Ahorro;Seguros;VentaInterna;Especial
20/12/2023;148974;100;VA;90038012;EMP;127800.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/07/2023;101420;10;VA;90057518;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/07/2023;113426;20;VA;81100403;EMP;103000.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142275;10;VA;90038012;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/12/2023;148079;20;VA;90124027;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;134345;10;VA;90057518;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
21/11/2023;141519;10;VA;80018032;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/08/2023;999999;10;TU;90094794;;4423000.0;SedeExterna;Viaje;VentaInterna;Normal
30/10/2023;135372;40;CT;89090871;EMP;406290.0;SedeExterna;Vivencias;VentaInterna;Especial
13/12/2023;118396;10;VA;90144272;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;135351;10;CT;90128283;EMP;787500.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;8641;30;VA;81102986;EMP;16200.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/09/2023;122632;10;VA;90098377;T.A.;20500.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;128017;20;CT;90025142;EMP;704236.0;SedeExterna;Vivencias;VentaInterna;Especial
27/12/2023;148518;10;VA;80011782;T.A.;50000.0;Ahorro;CES Emp;VentaInterna;Normal
23/06/2023;105155;20;CT;80011677;EMP;2900000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
9/11/2023;135139;10;CT;90144635;EMP;350000.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;126563;10;VA;90094120;T.A.;137000.0;Escuela;CES Emp;VentaInterna;Normal
18/09/2023;126711;10;VA;81103019;EMP;164000.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/07/2023;113232;10;CT;90098377;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/06/2023;94731;30;VA;81103886;T.A.;69900.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/07/2023;8060;30;CT;90128795;T.A.;7500.0;SedeExterna;Vivencias;VentaExterna;Especial
18/09/2023;127105;10;VA;90017358;EMP;127800.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/06/2023;106715;40;CT;80019279;T.A.;109400.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/11/2023;136340;30;VA;90007908;EMP;903200.0;SedeExterna;Vivencias 2;VentaInterna;Normal
22/11/2023;122080;30;VA;90052796;EMP;55000.0;SedeExterna;Vivencias;VentaExterna;Especial
18/08/2023;119317;20;VA;90124513;EMP;193600.0;Bienestar;Bienestar personas;VentaInterna;Normal
3/08/2023;113105;10;CT;89091406;EMP;931000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
20/12/2023;141750;20;VA;90090278;T.A.;1324400.0;SedeExterna;Vivencias 2;VentaInterna;Normal
13/07/2023;111901;10;VA;80009002;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/11/2023;127915;40;VA;90052627;T.A.;271200.0;SedeExterna;Vivencias;VentaExterna;Especial
20/11/2023;142066;10;VA;81102640;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
5/12/2023;144674;20;VA;81102640;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;126358;20;VA;90108504;EMP;257500.0;Bienestar;Bienestar personas;VentaInterna;Normal
26/07/2023;112467;10;VA;90056359;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/06/2023;106228;10;VA;90124009;EMP;48400.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/11/2023;142285;150;VA;90057518;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
27/12/2023;150068;10;CT;90001875;EMP;15000.0;CES;CES Educa;VentaInterna;Especial
26/10/2023;136354;10;VA;81101355;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/09/2023;127681;10;CT;90007908;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;128017;60;CT;90025142;EMP;74900.0;SedeExterna;Vivencias;VentaExterna;Especial
9/06/2023;102064;30;VA;81103886;T.A.;9000.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105975;10;VA;90038012;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
28/12/2023;141520;40;VA;90036983;EMP;121000.0;SedeExterna;Vivencias;VentaExterna;Especial
29/11/2023;143735;10;CT;80024892;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/12/2023;148076;10;VA;80004254;EMP;612500.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;129795;20;VA;90052796;EMP;199070.0;CES;CES Emp;VentaInterna;Normal
15/06/2023;105975;90;VA;90038012;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/11/2023;8719;20;CT;89092274;EMP;962100.0;CES;CES Educa;VentaInterna;Especial
31/10/2023;137059;10;CT;81103019;T.A.;51000.0;Bienestar;Bienestar personas;VentaInterna;Normal
30/10/2023;136721;10;VA;90049821;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/10/2023;134345;190;VA;90057518;EMP;65600.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/08/2023;119531;10;CT;90038811;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
12/10/2023;133527;20;VA;90038012;T.A.;27000.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/08/2023;118321;20;VA;81102224;T.A.;145600.0;Bienestar;Bienestar personas;VentaInterna;Normal
1/09/2023;115093;40;VA;90022365;EMP;213596.0;SedeExterna;Vivencias;VentaExterna;Especial
20/11/2023;142285;90;VA;90057518;EMP;16200.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/09/2023;127541;20;VA;90124027;EMP;206000.0;Bienestar;Bienestar personas;VentaInterna;Normal
9/11/2023;135139;20;CT;90144635;EMP;412000.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/09/2023;126910;20;VA;81100006;EMP;96800.0;Bienestar;Bienestar personas;VentaInterna;Normal
25/07/2023;114001;10;CT;90022991;EMP;48700.0;CES;CES Educa;VentaInterna;Especial
19/10/2023;134336;30;VA;90038012;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
4/12/2023;144489;10;VA;90062588;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105975;50;VA;90038012;EMP;8300.0;Bienestar;Bienestar Emp;VentaInterna;Normal
26/10/2023;129582;10;VA;89093385;EMP;381060.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;141672;10;VA;81103886;T.A.;133400.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/08/2023;114975;30;CT;80008918;EMP;174504.0;SedeExterna;Vivencias;VentaInterna;Especial
25/10/2023;135371;30;CT;89090871;EMP;145420.0;SedeExterna;Vivencias;VentaInterna;Especial
26/10/2023;126114;10;VA;90124009;EMP;852800.0;Bienestar;Bienestar Emp;VentaInterna;Normal
19/10/2023;134336;70;VA;90038012;EMP;196800.0;Bienestar;Bienestar personas;VentaInterna;Normal
7/07/2023;111395;10;CT;90068877;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/11/2023;135235;20;VA;90043241;T.A.;36700.0;SedeExterna;Vivencias;VentaInterna;Normal
7/09/2023;125668;10;CT;90047572;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
7/06/2023;101422;10;VA;90057518;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/12/2023;140860;70;VA;81101671;EMP;130878.0;SedeExterna;Vivencias;VentaInterna;Especial
13/12/2023;143968;20;VA;81103886;T.A.;117700.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;143897;20;CT;90068877;EMP;459034.0;SedeExterna;Vivencias;VentaInterna;Especial
16/08/2023;119896;10;VA;90092480;EMP;525000.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;8641;50;VA;81102986;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
25/10/2023;136170;20;VA;90153046;T.A.;159500.0;Bienestar;Bienestar personas;VentaInterna;Normal
4/07/2023;108031;10;VA;81100403;EMP;612500.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;128019;10;CT;83006453;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/11/2023;141422;10;VA;80004254;EMP;525000.0;Bienestar;Bienestar personas;VentaInterna;Normal
21/07/2023;113309;10;VA;90092480;EMP;525000.0;Bienestar;Bienestar personas;VentaInterna;Normal
20/12/2023;137283;40;VA;90059043;EMP;180400.0;Bienestar;Bienestar personas;VentaInterna;Normal
22/08/2023;999999;10;TU;80007263;;2570752.0;SedeExterna;Viaje;VentaInterna;Normal
6/12/2023;145602;20;VA;90104019;T.A.;78900.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/09/2023;128857;40;CT;80008918;T.A.;135000.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/06/2023;105932;10;VA;81101671;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;8804;10;VA;90093130;EMP;4060000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
20/11/2023;142285;240;VA;90057518;EMP;11600.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/10/2023;133105;10;VA;80011782;EMP;62700.0;Bienestar;Bienestar personas;VentaInterna;Normal
27/10/2023;132936;80;VA;90104019;T.A.;315600.0;Bienestar;Bienestar personas;VentaInterna;Normal
16/08/2023;119878;10;VA;89098048;EMP;262500.0;Bienestar;Bienestar personas;VentaInterna;Normal
29/08/2023;118469;30;VA;90090259;EMP;437500.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/09/2023;127351;20;VA;90117444;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
3/08/2023;115034;10;VA;90087821;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
19/07/2023;112410;10;VA;90056582;EMP;164000.0;Bienestar;Bienestar personas;VentaInterna;Normal
15/09/2023;118390;10;VA;90144272;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
13/12/2023;121445;20;CT;90123489;EMP;3000000.0;SedeExterna;Vivencias;VentaInterna;Especial
7/11/2023;137643;10;CT;90056582;EMP;2328700.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/08/2023;8139;70;VA;90097976;T.A.;392644.0;SedeExterna;Vivencias;VentaExterna;Especial
20/12/2023;148974;110;VA;90038012;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
17/10/2023;134956;10;CT;90007908;EMP;211700.0;Bienestar;Bienestar personas;VentaInterna;Normal
28/12/2023;108229;10;CT;90036073;EMP;891000.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/08/2023;121936;10;VA;89093385;EMP;61900.0;CES;CES Educa;VentaInterna;Especial
10/11/2023;108124;10;VA;89098535;EMP;44637.0;SedeExterna;Vivencias;VentaInterna;Normal
19/10/2023;134336;100;VA;90038012;EMP;75500.0;Bienestar;Bienestar Emp;VentaInterna;Normal
18/09/2023;126215;10;VA;81100403;EMP;262500.0;Bienestar;Bienestar personas;VentaInterna;Normal
1/09/2023;113822;40;VA;81103019;EMP;166200.0;CES;Cultura;VentaInterna;Normal
6/12/2023;145606;10;VA;90100460;EMP;423400.0;Bienestar;Bienestar personas;VentaInterna;Normal
18/08/2023;119328;10;VA;90124027;EMP;63900.0;Bienestar;Bienestar personas;VentaInterna;Normal
14/06/2023;106254;20;VA;90124513;EMP;242000.0;Bienestar;Bienestar personas;VentaInterna;Normal
10/07/2023;111354;10;VA;81101355;EMP;250800.0;Bienestar;Bienestar personas;VentaInterna;Normal
24/08/2023;102039;10;CT;81101650;EMP;3660200.0;Bienestar;Bienestar personas;VentaInterna;Especial
25/07/2023;113555;10;CT;90131060;EMP;232300.0;SedeExterna;Vivencias 2;VentaInterna;Normal
5/12/2023;144616;10;VA;81103019;EMP;32800.0;Bienestar;Bienestar personas;VentaInterna;Normal
11/12/2023;144898;50;VA;90057518;EMP;49700.0;Bienestar;Bienestar Emp;VentaInterna;Normal
4/07/2023;108042;10;VA;90042959;EMP;525000.0;Bienestar;Bienestar personas;VentaInterna;Normal
31/10/2023;129703;10;VA;89090459;EMP;4599894.0;SedeExterna;Vivencias;VentaInterna;Especial
29/11/2023;126238;20;CT;90022991;EMP;2320000.0;SedeExterna;Sede Interna Emp;VentaInterna;Normal
31/10/2023;128017;50;CT;90025142;EMP;274633.0;SedeExterna;Vivencias;VentaExterna;Especial
18/10/2023;134633;10;VA;90124513;EMP;131200.0;Bienestar;Bienestar personas;VentaInterna;Normal
